,cell_names,drug_names,area_under_dose_curve
19102,SNUC4,NVP-AUY922,4.461
19103,CAL12T,NVP-AUY922,4.511
19104,NCIH1105,NVP-AUY922,4.554
19105,TYKNU,NVP-AUY922,4.564
19106,CW2,NVP-AUY922,4.574
19107,SQ1,NVP-AUY922,4.606
19108,HT55,NVP-AUY922,4.631
19109,HCC1833,NVP-AUY922,4.632
19110,HCC827,NVP-AUY922,4.635
19111,RCM1,NVP-AUY922,4.666
19112,NCIH3255,NVP-AUY922,4.686
19113,NCIH2081,NVP-AUY922,4.718
19114,MDST8,NVP-AUY922,4.757
19115,COV434,NVP-AUY922,4.766
19116,HCC1359,NVP-AUY922,4.768
19117,SNU398,NVP-AUY922,4.783
19118,LS123,NVP-AUY922,4.788
19119,EFO27,NVP-AUY922,4.825
19120,LP1,NVP-AUY922,4.827
19121,SCLC21H,NVP-AUY922,4.843
19122,RMGI,NVP-AUY922,4.896
19123,SW948,NVP-AUY922,4.898
19124,NCIH1876,NVP-AUY922,4.926
19125,CORL51,NVP-AUY922,4.948
19126,OVCAR4,NVP-AUY922,4.968
19127,SKLU1,NVP-AUY922,5.111
19128,SW480,NVP-AUY922,5.145
19129,HCC4006,NVP-AUY922,5.185
19130,HT115,NVP-AUY922,5.193
19131,RMUGS,NVP-AUY922,5.244
19132,SNU840,NVP-AUY922,5.37
19133,MCF7,NVP-AUY922,5.419
19134,NCIH508,NVP-AUY922,5.518
19135,COV644,NVP-AUY922,5.768
19136,COV362,NVP-AUY922,5.773
19137,NCIH441,NVP-AUY922,5.809
19138,SNU61,NVP-AUY922,5.819
19139,NCIH2023,NVP-AUY922,5.977
19140,NCIH2110,NVP-AUY922,6.051
19141,SKMEL5,NVP-AUY922,6.147
19142,HCC1195,NVP-AUY922,6.364
19143,NCIH2172,NVP-AUY922,6.422
19144,OAW42,NVP-AUY922,6.569
19145,HT29,NVP-AUY922,6.83
19146,RCC10RGB,NVP-AUY922,6.918
19147,COLO678,NVP-AUY922,7.011
19148,NCIH2342,NVP-AUY922,7.16
19149,SKMEL28,NVP-AUY922,8.046
19150,SUDHL5,olaparib,0.998
19151,JHUEM2,olaparib,1.196
19152,NUDUL1,olaparib,1.784
19153,NCIH1876,olaparib,2.802
19154,OVCAR8,olaparib,2.976
19155,THP1,olaparib,2.986
19156,SKM1,olaparib,3.05
19157,NCIH596,olaparib,3.143
19158,NCIH1105,olaparib,3.319
19159,OCIAML3,olaparib,3.632
19160,WSUDLCL2,olaparib,3.782
19161,OVK18,olaparib,4.001
19162,GDM1,olaparib,4.046
19163,NCIH1963,olaparib,4.084
19164,TYKNU,olaparib,4.187
19165,NCIH1694,olaparib,4.215
19166,SW480,olaparib,4.466
19167,OVKATE,olaparib,4.477
19168,SNUC4,olaparib,4.666
19169,SNU81,olaparib,4.689
19170,HEC151,olaparib,4.691
19171,A2780,olaparib,4.757
19172,HT1080,olaparib,4.794
19173,LS180,olaparib,4.805
19174,SUDHL4,olaparib,4.896
19175,SKLU1,olaparib,4.98
19176,OVCAR4,olaparib,5.011
19177,COV362,olaparib,5.052
19178,CAOV3,olaparib,5.066
19179,U937,olaparib,5.082
19180,RMUGS,olaparib,5.085
19181,SNU175,olaparib,5.105
19182,KMS11,olaparib,5.197
19183,SW620,olaparib,5.222
19184,LP1,olaparib,5.279
19185,MOLM16,olaparib,5.357
19186,NCIH2081,olaparib,5.358
19187,NCIH2110,olaparib,5.363
19188,NCIH2342,olaparib,5.423
19189,SCLC21H,olaparib,5.463
19190,RPMI8226,olaparib,5.466
19191,SNUC5,olaparib,5.516
19192,HCT116,olaparib,5.517
19193,OV90,olaparib,5.52
19194,NCIH3255,olaparib,5.535
19195,COV434,olaparib,5.597
19196,CW2,olaparib,5.608
19197,OCILY10,olaparib,5.615
19198,IGROV1,olaparib,5.62
19199,LOVO,olaparib,5.641
19200,MCF7,olaparib,5.666
19201,HCC2108,olaparib,5.688
19202,HT115,olaparib,5.737
19203,MDST8,olaparib,5.771
19204,COLO678,olaparib,5.783
19205,RKN,olaparib,5.82
19206,SNU1040,olaparib,5.823
19207,LN229,olaparib,5.869
19208,SNU840,olaparib,5.879
19209,A375,olaparib,5.882
19210,HCC15,olaparib,5.888
19211,NCIH1755,olaparib,5.901
19212,RMGI,olaparib,5.926
19213,OV7,olaparib,5.93
19214,JHOC5,olaparib,5.932
19215,PL21,olaparib,5.947
19216,JHOM1,olaparib,5.959
19217,NCIH1781,olaparib,5.967
19218,CORL51,olaparib,5.975
19219,CL40,olaparib,6.129
19220,HT29,olaparib,6.136
19221,LS123,olaparib,6.159
19222,NCIH2030,olaparib,6.161
19223,NCIH2122,olaparib,6.177
19224,EJM,olaparib,6.185
19225,CAL12T,olaparib,6.186
19226,SW948,olaparib,6.197
19227,T3M10,olaparib,6.2
19228,CL34,olaparib,6.216
19229,HCC827,olaparib,6.218
19230,NCIH841,olaparib,6.263
19231,KM12,olaparib,6.274
19232,EFO27,olaparib,6.296
19233,COLO320,olaparib,6.33
19234,SCC9,olaparib,6.333
19235,NCIH460,olaparib,6.359
19236,NCIH441,olaparib,6.376
19237,AMO1,olaparib,6.382
19238,NCIH2023,olaparib,6.436
19239,NCIH2141,olaparib,6.441
19240,NCIH2172,olaparib,6.444
19241,SNU398,olaparib,6.523
19242,HCC4006,olaparib,6.537
19243,HCC2935,olaparib,6.548
19244,AGS,olaparib,6.551
19245,SKMEL1,olaparib,6.632
19246,COV644,olaparib,6.659
19247,SKMEL28,olaparib,6.686
19248,SKMEL5,olaparib,6.689
19249,RCM1,olaparib,6.712
19250,HCC1833,olaparib,6.737
19251,HCC1195,olaparib,6.739
19252,SQ1,olaparib,6.831
19253,CORL23,olaparib,6.91
19254,SNU61,olaparib,6.969
19255,NCIH1836,olaparib,6.971
19256,RKO,olaparib,7.0
19257,NOMO1,olaparib,7.051
19258,NCIH508,olaparib,7.054
19259,HT55,olaparib,7.134
19260,OAW42,olaparib,7.231
19261,HCT8,olaparib,7.388
19262,RCC10RGB,olaparib,7.401
19263,HEPG2,olaparib,7.475
19264,HCC1359,olaparib,7.687
19265,SW620,oligomycin A,0.088
19266,SKMEL28,oligomycin A,0.128
19267,BL70,oligomycin A,0.144
19268,KU812,oligomycin A,0.178
19269,SUDHL5,oligomycin A,0.195
19270,MOLM16,oligomycin A,0.21
19271,NUDUL1,oligomycin A,0.282
19272,SNU175,oligomycin A,0.523
19273,SW480,oligomycin A,0.678
19274,NCIH1963,oligomycin A,0.688
19275,HEC151,oligomycin A,0.689
19276,HT,oligomycin A,0.725
19277,LU65,oligomycin A,0.807
19278,VMRCLCD,oligomycin A,0.826
19279,HT1080,oligomycin A,0.932
19280,NCIH82,oligomycin A,1.013
19281,RT4,oligomycin A,1.052
19282,UMUC3,oligomycin A,1.111
19283,LU99,oligomycin A,1.125
19284,COV434,oligomycin A,1.16
19285,CW2,oligomycin A,1.194
19286,SKLU1,oligomycin A,1.257
19287,P3HR1,oligomycin A,1.27
19288,SCLC21H,oligomycin A,1.31
19289,G401,oligomycin A,1.372
19290,LS513,oligomycin A,1.377
19291,DMS273,oligomycin A,1.379
19292,NCIH2029,oligomycin A,1.444
19293,SNUC4,oligomycin A,1.456
19294,THP1,oligomycin A,1.471
19295,NOMO1,oligomycin A,1.563
19296,PL21,oligomycin A,1.582
19297,MSTO211H,oligomycin A,1.642
19298,NCIH1944,oligomycin A,1.662
19299,GDM1,oligomycin A,1.69
19300,SHP77,oligomycin A,1.725
19301,CORL279,oligomycin A,1.734
19302,SNUC5,oligomycin A,1.75
19303,MC116,oligomycin A,1.89
19304,NCIH1930,oligomycin A,1.913
19305,KE97,oligomycin A,1.955
19306,HCC33,oligomycin A,1.995
19307,CALU6,oligomycin A,2.0
19308,KYSE140,oligomycin A,2.072
19309,A549,oligomycin A,2.129
19310,COLO668,oligomycin A,2.136
19311,SKCO1,oligomycin A,2.17
19312,SKM1,oligomycin A,2.218
19313,NCIH23,oligomycin A,2.232
19314,LS411N,oligomycin A,2.267
19315,SW948,oligomycin A,2.281
19316,NCIH1568,oligomycin A,2.291
19317,OCIAML3,oligomycin A,2.292
19318,SKMEL5,oligomycin A,2.309
19319,HCC1833,oligomycin A,2.331
19320,HARA,oligomycin A,2.347
19321,OVK18,oligomycin A,2.385
19322,NCIH810,oligomycin A,2.387
19323,NCIH1437,oligomycin A,2.392
19324,LOVO,oligomycin A,2.413
19325,LCLC97TM1,oligomycin A,2.504
19326,LP1,oligomycin A,2.511
19327,CHAGOK1,oligomycin A,2.514
19328,NCIH1299,oligomycin A,2.528
19329,NCIH522,oligomycin A,2.576
19330,NCIH841,oligomycin A,2.621
19331,HCC44,oligomycin A,2.631
19332,FU97,oligomycin A,2.654
19333,G361,oligomycin A,2.663
19334,NCIH727,oligomycin A,2.675
19335,HT1376,oligomycin A,2.682
19336,PANC1005,oligomycin A,2.717
19337,LS180,oligomycin A,2.765
19338,EPLC272H,oligomycin A,2.772
19339,AMO1,oligomycin A,2.781
19340,HUPT4,oligomycin A,2.795
19341,OVCAR4,oligomycin A,2.812
19342,HT55,oligomycin A,2.839
19343,BEN,oligomycin A,2.848
19344,U937,oligomycin A,2.863
19345,HCC15,oligomycin A,2.981
19346,NUGC4,oligomycin A,2.993
19347,RMUGS,oligomycin A,2.998
19348,NCIH1694,oligomycin A,3.016
19349,NCIH1781,oligomycin A,3.017
19350,NCIH1836,oligomycin A,3.035
19351,NCIH28,oligomycin A,3.037
19352,NCIH2126,oligomycin A,3.049
19353,GP2D,oligomycin A,3.061
19354,CAL12T,oligomycin A,3.071
19355,NCIH1105,oligomycin A,3.084
19356,RPMI8226,oligomycin A,3.086
19357,KYSE410,oligomycin A,3.097
19358,C2BBE1,oligomycin A,3.142
19359,HCC78,oligomycin A,3.15
19360,NCIH1975,oligomycin A,3.164
19361,5637,oligomycin A,3.191
19362,NCIH2009,oligomycin A,3.194
19363,NCIH1048,oligomycin A,3.197
19364,NCIH2172,oligomycin A,3.212
19365,A2780,oligomycin A,3.224
19366,SNU398,oligomycin A,3.227
19367,NCIH661,oligomycin A,3.23
19368,LXF289,oligomycin A,3.237
19369,DLD1,oligomycin A,3.238
19370,CALU3,oligomycin A,3.244
19371,OVCAR8,oligomycin A,3.249
19372,NCIH1373,oligomycin A,3.316
19373,NCIH2342,oligomycin A,3.349
19374,SNU449,oligomycin A,3.356
19375,OV90,oligomycin A,3.377
19376,NCIH1792,oligomycin A,3.383
19377,RCC10RGB,oligomycin A,3.391
19378,MCF7,oligomycin A,3.402
19379,SF295,oligomycin A,3.414
19380,LC1SQSF,oligomycin A,3.415
19381,DV90,oligomycin A,3.421
19382,HEC265,oligomycin A,3.441
19383,SNU1040,oligomycin A,3.453
19384,HCT116,oligomycin A,3.491
19385,MKN74,oligomycin A,3.517
19386,SNU81,oligomycin A,3.53
19387,HEC59,oligomycin A,3.568
19388,QGP1,oligomycin A,3.568
19389,KMBC2,oligomycin A,3.574
19390,SW48,oligomycin A,3.592
19391,SNUC2A,oligomycin A,3.598
19392,EBC1,oligomycin A,3.602
19393,HEC6,oligomycin A,3.603
19394,EJM,oligomycin A,3.65
19395,LCLC103H,oligomycin A,3.659
19396,CORL51,oligomycin A,3.661
19397,NCIH1876,oligomycin A,3.664
19398,NCIH1793,oligomycin A,3.678
19399,CORL88,oligomycin A,3.682
19400,COLO205,oligomycin A,3.706
19401,COLO741,oligomycin A,3.729
19402,JHUEM2,oligomycin A,3.738
19403,OVKATE,oligomycin A,3.74
19404,HEC108,oligomycin A,3.769
19405,COLO320,oligomycin A,3.78
19406,SW403,oligomycin A,3.798
19407,NCIH508,oligomycin A,3.859
19408,PATU8902,oligomycin A,3.865
19409,HCC4006,oligomycin A,3.88
19410,HEYA8,oligomycin A,3.91
19411,KP3,oligomycin A,3.959
19412,KMS11,oligomycin A,3.968
19413,ISHIKAWAHERAKLIO02ER,oligomycin A,3.978
19414,CL34,oligomycin A,3.983
19415,MFE319,oligomycin A,4.016
19416,WSUDLCL2,oligomycin A,4.027
19417,HPAC,oligomycin A,4.06
19418,NCIH596,oligomycin A,4.081
19419,SKMEL1,oligomycin A,4.082
19420,NCIH1355,oligomycin A,4.116
19421,LN229,oligomycin A,4.125
19422,KYSE450,oligomycin A,4.168
19423,KLE,oligomycin A,4.177
19424,RMGI,oligomycin A,4.181
19425,HSC2,oligomycin A,4.211
19426,NCIH358,oligomycin A,4.211
19427,HCT8,oligomycin A,4.232
19428,NCIH1666,oligomycin A,4.325
19429,NCIH3255,oligomycin A,4.347
19430,SUIT2,oligomycin A,4.394
19431,PC3,oligomycin A,4.455
19432,LS123,oligomycin A,4.467
19433,T3M10,oligomycin A,4.502
19434,JHOS4,oligomycin A,4.506
19435,SNU61,oligomycin A,4.577
19436,RERFLCKJ,oligomycin A,4.579
19437,HCC2935,oligomycin A,4.584
19438,VMRCRCW,oligomycin A,4.618
19439,JHOC5,oligomycin A,4.626
19440,TYKNU,oligomycin A,4.656
19441,KM12,oligomycin A,4.658
19442,CFPAC1,oligomycin A,4.662
19443,HS852T,oligomycin A,4.68
19444,SNGM,oligomycin A,4.686
19445,NCIH2030,oligomycin A,4.709
19446,KNS62,oligomycin A,4.716
19447,SUDHL4,oligomycin A,4.774
19448,NCIH2286,oligomycin A,4.777
19449,HEC251,oligomycin A,4.786
19450,SNU840,oligomycin A,4.796
19451,NCIH1573,oligomycin A,4.799
19452,NCIH2110,oligomycin A,4.81
19453,JHOM1,oligomycin A,4.846
19454,HCC2108,oligomycin A,4.859
19455,SH10TC,oligomycin A,4.895
19456,RCM1,oligomycin A,4.898
19457,NCIH2081,oligomycin A,4.904
19458,NCIH2405,oligomycin A,4.918
19459,PANC0327,oligomycin A,4.933
19460,HS944T,oligomycin A,4.957
19461,EFO27,oligomycin A,4.974
19462,NCIH2052,oligomycin A,5.021
19463,COV644,oligomycin A,5.051
19464,U2OS,oligomycin A,5.061
19465,EFO21,oligomycin A,5.063
19466,CAPAN2,oligomycin A,5.156
19467,AGS,oligomycin A,5.203
19468,NCIH1435,oligomycin A,5.208
19469,MKN7,oligomycin A,5.253
19470,RKN,oligomycin A,5.273
19471,GAMG,oligomycin A,5.404
19472,RKO,oligomycin A,5.44
19473,HEPG2,oligomycin A,5.462
19474,IGROV1,oligomycin A,5.486
19475,NCIH2023,oligomycin A,5.493
19476,NCIH441,oligomycin A,5.524
19477,CAOV3,oligomycin A,5.535
19478,HT115,oligomycin A,5.565
19479,OVMANA,oligomycin A,5.628
19480,HS936T,oligomycin A,5.676
19481,SKOV3,oligomycin A,5.708
19482,HCC1195,oligomycin A,5.717
19483,NCIH1755,oligomycin A,5.779
19484,JHH6,oligomycin A,5.813
19485,COLO678,oligomycin A,5.855
19486,NCIH2122,oligomycin A,5.871
19487,COV318,oligomycin A,5.897
19488,NCIH650,oligomycin A,6.041
19489,CL40,oligomycin A,6.099
19490,NCIH1915,oligomycin A,6.159
19491,MDST8,oligomycin A,6.295
19492,NCIH2141,oligomycin A,6.304
19493,NCIH460,oligomycin A,6.441
19494,HCC827,oligomycin A,6.553
19495,A375,oligomycin A,6.615
19496,OCILY10,oligomycin A,6.778
19497,SQ1,oligomycin A,6.787
19498,OV7,oligomycin A,7.192
19499,HT29,oligomycin A,7.205
19500,COV362,oligomycin A,7.268
19501,HCC1359,oligomycin A,7.374
19502,SCC9,oligomycin A,7.491
19503,CORL23,oligomycin A,7.586
19504,OAW42,oligomycin A,9.507
19505,SUDHL4,OSW-1,0.048
19506,WSUDLCL2,OSW-1,0.049
19507,RPMI8226,OSW-1,0.049
19508,OCIAML3,OSW-1,0.057
19509,GDM1,OSW-1,0.058
19510,PL21,OSW-1,0.059
19511,U937,OSW-1,0.062
19512,EJM,OSW-1,0.067
19513,SKM1,OSW-1,0.072
19514,BL70,OSW-1,0.078
19515,A2780,OSW-1,0.079
19516,CORL51,OSW-1,0.101
19517,NOMO1,OSW-1,0.102
19518,COLO668,OSW-1,0.103
19519,SUDHL5,OSW-1,0.107
19520,SCLC21H,OSW-1,0.108
19521,OCILY10,OSW-1,0.114
19522,NCIH2081,OSW-1,0.115
19523,ISHIKAWAHERAKLIO02ER,OSW-1,0.122
19524,OVK18,OSW-1,0.127
19525,NCIH1876,OSW-1,0.128
19526,HEC151,OSW-1,0.194
19527,SKLU1,OSW-1,0.194
19528,NCIH1694,OSW-1,0.195
19529,JHOC5,OSW-1,0.197
19530,AMO1,OSW-1,0.208
19531,CAOV3,OSW-1,0.216
19532,THP1,OSW-1,0.222
19533,JHUEM2,OSW-1,0.226
19534,NCIH1836,OSW-1,0.237
19535,COV434,OSW-1,0.242
19536,LXF289,OSW-1,0.248
19537,NUDUL1,OSW-1,0.282
19538,SNUC5,OSW-1,0.295
19539,SNU1040,OSW-1,0.295
19540,RMUGS,OSW-1,0.312
19541,MOLM16,OSW-1,0.314
19542,HEPG2,OSW-1,0.328
19543,NCIH1963,OSW-1,0.342
19544,KMS11,OSW-1,0.381
19545,CORL23,OSW-1,0.386
19546,HCC4006,OSW-1,0.394
19547,OV90,OSW-1,0.411
19548,NCIH508,OSW-1,0.423
19549,KM12,OSW-1,0.432
19550,SNGM,OSW-1,0.442
19551,A375,OSW-1,0.461
19552,HCC2108,OSW-1,0.464
19553,MDST8,OSW-1,0.465
19554,RMGI,OSW-1,0.468
19555,OVCAR4,OSW-1,0.48
19556,HCC827,OSW-1,0.484
19557,HCT116,OSW-1,0.494
19558,LS180,OSW-1,0.507
19559,CL34,OSW-1,0.516
19560,SW620,OSW-1,0.53
19561,SCC9,OSW-1,0.544
19562,NCIH1435,OSW-1,0.572
19563,MCF7,OSW-1,0.598
19564,TYKNU,OSW-1,0.618
19565,HS852T,OSW-1,0.627
19566,NCIH596,OSW-1,0.69
19567,NCIH441,OSW-1,0.723
19568,U2OS,OSW-1,0.782
19569,SNUC4,OSW-1,0.787
19570,T3M10,OSW-1,0.806
19571,NCIH841,OSW-1,0.813
19572,COV644,OSW-1,0.82
19573,AGS,OSW-1,0.828
19574,SNU175,OSW-1,0.922
19575,HT1080,OSW-1,0.923
19576,OVKATE,OSW-1,0.933
19577,NCIH1105,OSW-1,0.951
19578,NCIH1755,OSW-1,0.983
19579,HT55,OSW-1,0.989
19580,HCC15,OSW-1,1.068
19581,JHOS4,OSW-1,1.093
19582,SW948,OSW-1,1.097
19583,LN229,OSW-1,1.103
19584,RKN,OSW-1,1.131
19585,RCM1,OSW-1,1.22
19586,RKO,OSW-1,1.228
19587,SNU398,OSW-1,1.313
19588,HCC1833,OSW-1,1.348
19589,MKN74,OSW-1,1.349
19590,HT115,OSW-1,1.394
19591,SQ1,OSW-1,1.41
19592,NCIH1930,OSW-1,1.504
19593,PC3,OSW-1,1.53
19594,SKMEL1,OSW-1,1.53
19595,NCIH2122,OSW-1,1.554
19596,NCIH1915,OSW-1,1.632
19597,NCIH3255,OSW-1,1.639
19598,JHOM1,OSW-1,1.716
19599,NCIH2023,OSW-1,1.8
19600,JHH6,OSW-1,1.869
19601,SNU61,OSW-1,1.893
19602,NCIH2286,OSW-1,1.9
19603,SNU840,OSW-1,1.904
19604,KLE,OSW-1,1.967
19605,LOVO,OSW-1,2.025
19606,OVMANA,OSW-1,2.073
19607,GAMG,OSW-1,2.082
19608,NCIH460,OSW-1,2.121
19609,LP1,OSW-1,2.136
19610,COLO678,OSW-1,2.167
19611,NCIH2172,OSW-1,2.252
19612,COV362,OSW-1,2.267
19613,OV7,OSW-1,2.303
19614,OVCAR8,OSW-1,2.314
19615,HEC108,OSW-1,2.353
19616,LS123,OSW-1,2.376
19617,SNU449,OSW-1,2.396
19618,IGROV1,OSW-1,2.445
19619,HCT8,OSW-1,2.563
19620,CAL12T,OSW-1,2.643
19621,NCIH2141,OSW-1,2.717
19622,CL40,OSW-1,2.832
19623,HCC1195,OSW-1,2.93
19624,HCC2935,OSW-1,3.046
19625,COLO320,OSW-1,3.108
19626,COV318,OSW-1,3.125
19627,NCIH2030,OSW-1,3.316
19628,SKMEL28,OSW-1,3.518
19629,SNU81,OSW-1,3.531
19630,PATU8902,OSW-1,3.648
19631,SW480,OSW-1,3.833
19632,RERFLCKJ,OSW-1,3.884
19633,EFO27,OSW-1,3.962
19634,OAW42,OSW-1,4.17
19635,NCIH2342,OSW-1,4.184
19636,NCIH1781,OSW-1,4.345
19637,NCIH2110,OSW-1,4.479
19638,RCC10RGB,OSW-1,4.587
19639,HT29,OSW-1,4.631
19640,SKMEL5,OSW-1,4.856
19641,HEC59,OSW-1,5.047
19642,CW2,OSW-1,5.157
19643,HCC1359,OSW-1,5.811
19644,A375,P-0850,2.059
19645,MOLM16,P-0850,2.552
19646,CL34,P-0850,2.766
19647,G361,P-0850,3.02
19648,NCIH1666,P-0850,3.184
19649,SKMEL1,P-0850,3.26
19650,KE97,P-0850,3.678
19651,GDM1,P-0850,3.766
19652,KU812,P-0850,3.815
19653,SKM1,P-0850,3.839
19654,NCIH1048,P-0850,3.952
19655,HEYA8,P-0850,3.96
19656,SKMEL5,P-0850,3.998
19657,HUPT4,P-0850,4.063
19658,KYSE140,P-0850,4.092
19659,NCIH3255,P-0850,4.102
19660,MSTO211H,P-0850,4.123
19661,HSC2,P-0850,4.154
19662,SKLU1,P-0850,4.207
19663,JHUEM2,P-0850,4.259
19664,NCIH1355,P-0850,4.288
19665,NUDUL1,P-0850,4.33
19666,HEC265,P-0850,4.333
19667,NCIH1755,P-0850,4.344
19668,SNUC5,P-0850,4.351
19669,HT1376,P-0850,4.386
19670,RT4,P-0850,4.401
19671,PL21,P-0850,4.484
19672,RMUGS,P-0850,4.484
19673,WSUDLCL2,P-0850,4.514
19674,RMGI,P-0850,4.587
19675,5637,P-0850,4.599
19676,G401,P-0850,4.601
19677,NCIH2141,P-0850,4.61
19678,OVKATE,P-0850,4.667
19679,SCC9,P-0850,4.71
19680,BL70,P-0850,4.774
19681,COV434,P-0850,4.777
19682,AMO1,P-0850,4.795
19683,EPLC272H,P-0850,4.805
19684,RCM1,P-0850,4.829
19685,NCIH2405,P-0850,4.831
19686,LCLC97TM1,P-0850,4.833
19687,OV90,P-0850,4.856
19688,DMS273,P-0850,4.896
19689,HCC2108,P-0850,4.954
19690,KP3,P-0850,4.972
19691,CHAGOK1,P-0850,4.973
19692,COLO678,P-0850,4.98
19693,HEC151,P-0850,4.996
19694,HT55,P-0850,5.004
19695,ISHIKAWAHERAKLIO02ER,P-0850,5.03
19696,LOVO,P-0850,5.059
19697,MFE319,P-0850,5.096
19698,LXF289,P-0850,5.106
19699,SUIT2,P-0850,5.113
19700,MDST8,P-0850,5.173
19701,SUDHL4,P-0850,5.176
19702,NCIH2052,P-0850,5.192
19703,CORL88,P-0850,5.204
19704,CALU6,P-0850,5.217
19705,NCIH82,P-0850,5.226
19706,SKOV3,P-0850,5.232
19707,NCIH2110,P-0850,5.244
19708,NCIH1435,P-0850,5.26
19709,VMRCLCD,P-0850,5.29
19710,HCT116,P-0850,5.301
19711,SNU840,P-0850,5.306
19712,P3HR1,P-0850,5.309
19713,KYSE410,P-0850,5.311
19714,OVCAR8,P-0850,5.317
19715,OCIAML3,P-0850,5.322
19716,NCIH596,P-0850,5.323
19717,NCIH1573,P-0850,5.324
19718,HT,P-0850,5.327
19719,NOMO1,P-0850,5.328
19720,NCIH2286,P-0850,5.347
19721,CAL12T,P-0850,5.349
19722,AGS,P-0850,5.36
19723,NCIH441,P-0850,5.369
19724,IGROV1,P-0850,5.375
19725,COLO320,P-0850,5.385
19726,SW480,P-0850,5.391
19727,HS944T,P-0850,5.402
19728,SW620,P-0850,5.42
19729,NCIH2122,P-0850,5.43
19730,SNUC4,P-0850,5.447
19731,U937,P-0850,5.458
19732,LS180,P-0850,5.471
19733,SKMEL28,P-0850,5.475
19734,SNUC2A,P-0850,5.51
19735,NCIH1299,P-0850,5.517
19736,JHOS4,P-0850,5.527
19737,LN229,P-0850,5.535
19738,RKN,P-0850,5.536
19739,HS852T,P-0850,5.59
19740,PANC0327,P-0850,5.623
19741,TYKNU,P-0850,5.642
19742,KLE,P-0850,5.651
19743,OV7,P-0850,5.656
19744,OVCAR4,P-0850,5.669
19745,CORL279,P-0850,5.673
19746,SNU1040,P-0850,5.689
19747,SW403,P-0850,5.694
19748,NCIH1930,P-0850,5.702
19749,LP1,P-0850,5.743
19750,NCIH841,P-0850,5.762
19751,EJM,P-0850,5.768
19752,KYSE450,P-0850,5.781
19753,SH10TC,P-0850,5.784
19754,RCC10RGB,P-0850,5.808
19755,U2OS,P-0850,5.82
19756,PC3,P-0850,5.823
19757,MC116,P-0850,5.843
19758,UMUC3,P-0850,5.844
19759,PATU8902,P-0850,5.852
19760,HCC15,P-0850,5.87
19761,MKN74,P-0850,5.874
19762,CALU3,P-0850,5.878
19763,JHOM1,P-0850,5.882
19764,HT1080,P-0850,5.886
19765,COLO668,P-0850,5.897
19766,NCIH1876,P-0850,5.913
19767,KMBC2,P-0850,5.927
19768,HEC6,P-0850,5.929
19769,NCIH2342,P-0850,5.939
19770,HCC1833,P-0850,5.939
19771,KMS11,P-0850,5.941
19772,CAPAN2,P-0850,5.954
19773,OVK18,P-0850,5.96
19774,RPMI8226,P-0850,5.961
19775,NCIH2029,P-0850,5.963
19776,NCIH650,P-0850,5.978
19777,KNS62,P-0850,5.981
19778,HEC251,P-0850,6.018
19779,SNGM,P-0850,6.035
19780,HEC108,P-0850,6.044
19781,NCIH2030,P-0850,6.045
19782,SNU61,P-0850,6.072
19783,T3M10,P-0850,6.074
19784,NCIH1836,P-0850,6.094
19785,RKO,P-0850,6.104
19786,OVMANA,P-0850,6.113
19787,OCILY10,P-0850,6.114
19788,QGP1,P-0850,6.128
19789,VMRCRCW,P-0850,6.133
19790,MKN7,P-0850,6.137
19791,CAOV3,P-0850,6.156
19792,EFO27,P-0850,6.159
19793,HCT8,P-0850,6.169
19794,HEPG2,P-0850,6.175
19795,GAMG,P-0850,6.175
19796,HS936T,P-0850,6.195
19797,CORL23,P-0850,6.214
19798,THP1,P-0850,6.226
19799,CL40,P-0850,6.228
19800,MCF7,P-0850,6.235
19801,SF295,P-0850,6.239
19802,FU97,P-0850,6.261
19803,HT29,P-0850,6.266
19804,NCIH2081,P-0850,6.267
19805,NCIH1781,P-0850,6.269
19806,KM12,P-0850,6.291
19807,COV362,P-0850,6.302
19808,NCIH1915,P-0850,6.306
19809,A2780,P-0850,6.306
19810,JHOC5,P-0850,6.309
19811,SNU81,P-0850,6.334
19812,NCIH508,P-0850,6.334
19813,NCIH810,P-0850,6.351
19814,SCLC21H,P-0850,6.355
19815,EFO21,P-0850,6.363
19816,HCC4006,P-0850,6.403
19817,COV318,P-0850,6.424
19818,HCC2935,P-0850,6.425
19819,RERFLCKJ,P-0850,6.43
19820,COV644,P-0850,6.465
19821,NUGC4,P-0850,6.475
19822,HT115,P-0850,6.505
19823,HEC59,P-0850,6.55
19824,SW948,P-0850,6.559
19825,NCIH2023,P-0850,6.606
19826,SNU175,P-0850,6.632
19827,LS123,P-0850,6.642
19828,SNU449,P-0850,6.695
19829,SQ1,P-0850,6.696
19830,NCIH460,P-0850,6.822
19831,HCC1195,P-0850,6.845
19832,SUDHL5,P-0850,6.851
19833,NCIH1694,P-0850,6.874
19834,HCC827,P-0850,6.879
19835,CORL51,P-0850,6.899
19836,JHH6,P-0850,6.905
19837,NCIH2172,P-0850,6.907
19838,NCIH1105,P-0850,7.169
19839,CW2,P-0850,7.202
19840,OAW42,P-0850,7.237
19841,NCIH1963,P-0850,7.365
19842,SNU398,P-0850,7.468
19843,HCC1359,P-0850,8.405
19844,NCIH1963,PAC-1,1.62
19845,COV434,PAC-1,2.653
19846,LU99,PAC-1,2.778
19847,MSTO211H,PAC-1,2.846
19848,JHOS4,PAC-1,2.884
19849,LS513,PAC-1,2.937
