,cell_names,drug_names,area_under_dose_curve
522,JHOC5,"2,4-dideoxy-DC-45-A2",5.82
523,HS852T,"2,4-dideoxy-DC-45-A2",5.831
524,COLO320,"2,4-dideoxy-DC-45-A2",5.849
525,GAMG,"2,4-dideoxy-DC-45-A2",5.908
526,MOLM16,"2,4-dideoxy-DC-45-A2",6.032
527,NCIH2081,"2,4-dideoxy-DC-45-A2",6.037
528,OCILY10,"2,4-dideoxy-DC-45-A2",6.072
529,OVCAR4,"2,4-dideoxy-DC-45-A2",6.132
530,NCIH441,"2,4-dideoxy-DC-45-A2",6.194
531,HCC1833,"2,4-dideoxy-DC-45-A2",6.198
532,NCIH2122,"2,4-dideoxy-DC-45-A2",6.231
533,SUDHL4,"2,4-dideoxy-DC-45-A2",6.241
534,MCF7,"2,4-dideoxy-DC-45-A2",6.279
535,RMGI,"2,4-dideoxy-DC-45-A2",6.306
536,SKMEL1,"2,4-dideoxy-DC-45-A2",6.349
537,NCIH1781,"2,4-dideoxy-DC-45-A2",6.358
538,SW948,"2,4-dideoxy-DC-45-A2",6.361
539,COV362,"2,4-dideoxy-DC-45-A2",6.377
540,LOVO,"2,4-dideoxy-DC-45-A2",6.387
541,IGROV1,"2,4-dideoxy-DC-45-A2",6.394
542,LN229,"2,4-dideoxy-DC-45-A2",6.419
543,RKN,"2,4-dideoxy-DC-45-A2",6.432
544,PL21,"2,4-dideoxy-DC-45-A2",6.436
545,NCIH841,"2,4-dideoxy-DC-45-A2",6.464
546,SCC9,"2,4-dideoxy-DC-45-A2",6.47
547,NCIH1836,"2,4-dideoxy-DC-45-A2",6.478
548,NCIH2023,"2,4-dideoxy-DC-45-A2",6.486
549,LP1,"2,4-dideoxy-DC-45-A2",6.527
550,SKLU1,"2,4-dideoxy-DC-45-A2",6.542
551,SKMEL5,"2,4-dideoxy-DC-45-A2",6.554
552,SNU61,"2,4-dideoxy-DC-45-A2",6.557
553,KM12,"2,4-dideoxy-DC-45-A2",6.566
554,NCIH2342,"2,4-dideoxy-DC-45-A2",6.578
555,T3M10,"2,4-dideoxy-DC-45-A2",6.593
556,CAOV3,"2,4-dideoxy-DC-45-A2",6.602
557,CL34,"2,4-dideoxy-DC-45-A2",6.631
558,NCIH1755,"2,4-dideoxy-DC-45-A2",6.639
559,SNUC5,"2,4-dideoxy-DC-45-A2",6.642
560,JHOM1,"2,4-dideoxy-DC-45-A2",6.646
561,RMUGS,"2,4-dideoxy-DC-45-A2",6.649
562,TYKNU,"2,4-dideoxy-DC-45-A2",6.694
563,U2OS,"2,4-dideoxy-DC-45-A2",6.701
564,NCIH3255,"2,4-dideoxy-DC-45-A2",6.708
565,HCC15,"2,4-dideoxy-DC-45-A2",6.715
566,RCC10RGB,"2,4-dideoxy-DC-45-A2",6.719
567,A375,"2,4-dideoxy-DC-45-A2",6.737
568,CORL23,"2,4-dideoxy-DC-45-A2",6.747
569,CL40,"2,4-dideoxy-DC-45-A2",6.752
570,RPMI8226,"2,4-dideoxy-DC-45-A2",6.762
571,CAL12T,"2,4-dideoxy-DC-45-A2",6.779
572,SW480,"2,4-dideoxy-DC-45-A2",6.819
573,HCC2935,"2,4-dideoxy-DC-45-A2",6.829
574,OV7,"2,4-dideoxy-DC-45-A2",6.834
575,U937,"2,4-dideoxy-DC-45-A2",6.868
576,HCC4006,"2,4-dideoxy-DC-45-A2",6.89
577,LS123,"2,4-dideoxy-DC-45-A2",6.892
578,NCIH2030,"2,4-dideoxy-DC-45-A2",6.896
579,HCT116,"2,4-dideoxy-DC-45-A2",6.898
580,RCM1,"2,4-dideoxy-DC-45-A2",6.909
581,JHH6,"2,4-dideoxy-DC-45-A2",6.91
582,HT1080,"2,4-dideoxy-DC-45-A2",6.928
583,SQ1,"2,4-dideoxy-DC-45-A2",6.932
584,SNU840,"2,4-dideoxy-DC-45-A2",6.942
585,NCIH508,"2,4-dideoxy-DC-45-A2",6.975
586,OV90,"2,4-dideoxy-DC-45-A2",6.981
587,SW620,"2,4-dideoxy-DC-45-A2",6.998
588,COLO678,"2,4-dideoxy-DC-45-A2",7.018
589,HCT8,"2,4-dideoxy-DC-45-A2",7.028
590,SNU1040,"2,4-dideoxy-DC-45-A2",7.048
591,HCC827,"2,4-dideoxy-DC-45-A2",7.055
592,HEPG2,"2,4-dideoxy-DC-45-A2",7.074
593,COV644,"2,4-dideoxy-DC-45-A2",7.082
594,EFO27,"2,4-dideoxy-DC-45-A2",7.113
595,OAW42,"2,4-dideoxy-DC-45-A2",7.115
596,HT115,"2,4-dideoxy-DC-45-A2",7.119
597,NCIH2172,"2,4-dideoxy-DC-45-A2",7.144
598,RKO,"2,4-dideoxy-DC-45-A2",7.159
599,HCC1195,"2,4-dideoxy-DC-45-A2",7.173
600,HCC2108,"2,4-dideoxy-DC-45-A2",7.21
601,HCC1359,"2,4-dideoxy-DC-45-A2",7.303
602,HT55,"2,4-dideoxy-DC-45-A2",7.344
603,MDST8,"2,4-dideoxy-DC-45-A2",7.347
604,HT29,"2,4-dideoxy-DC-45-A2",7.352
605,SKMEL28,"2,4-dideoxy-DC-45-A2",7.407
606,CORL51,"2,4-dideoxy-DC-45-A2",7.489
607,NCIH460,"2,4-dideoxy-DC-45-A2",7.557
608,SKM1,3-chloro-L-alanine,2.563
609,OCIAML3,3-chloro-L-alanine,2.587
610,NOMO1,3-chloro-L-alanine,2.956
611,NCIH1963,3-chloro-L-alanine,3.057
612,GDM1,3-chloro-L-alanine,3.07
613,PL21,3-chloro-L-alanine,3.111
614,HEC151,3-chloro-L-alanine,3.253
615,MOLM16,3-chloro-L-alanine,3.403
616,SCLC21H,3-chloro-L-alanine,3.492
617,CW2,3-chloro-L-alanine,3.543
618,NUDUL1,3-chloro-L-alanine,3.545
619,SUDHL5,3-chloro-L-alanine,3.687
620,KM12,3-chloro-L-alanine,3.704
621,OVCAR4,3-chloro-L-alanine,3.809
622,CL34,3-chloro-L-alanine,3.849
623,SNUC5,3-chloro-L-alanine,3.888
624,THP1,3-chloro-L-alanine,3.97
625,A375,3-chloro-L-alanine,4.024
626,OVCAR8,3-chloro-L-alanine,4.059
627,COV434,3-chloro-L-alanine,4.062
628,EJM,3-chloro-L-alanine,4.082
629,SNU175,3-chloro-L-alanine,4.138
630,OVK18,3-chloro-L-alanine,4.208
631,KMS11,3-chloro-L-alanine,4.283
632,HT115,3-chloro-L-alanine,4.297
633,HCT116,3-chloro-L-alanine,4.364
634,LS180,3-chloro-L-alanine,4.415
635,SUDHL4,3-chloro-L-alanine,4.421
636,CAL12T,3-chloro-L-alanine,4.423
637,WSUDLCL2,3-chloro-L-alanine,4.434
638,SW948,3-chloro-L-alanine,4.48
639,NCIH1836,3-chloro-L-alanine,4.515
640,CAOV3,3-chloro-L-alanine,4.555
641,NCIH508,3-chloro-L-alanine,4.565
642,AGS,3-chloro-L-alanine,4.574
643,RKO,3-chloro-L-alanine,4.592
644,U2OS,3-chloro-L-alanine,4.61
645,HCC15,3-chloro-L-alanine,4.62
646,HCC1833,3-chloro-L-alanine,4.664
647,SNU81,3-chloro-L-alanine,4.704
648,MCF7,3-chloro-L-alanine,4.713
649,TYKNU,3-chloro-L-alanine,4.734
650,SNUC4,3-chloro-L-alanine,4.744
651,NCIH596,3-chloro-L-alanine,4.903
652,COV644,3-chloro-L-alanine,4.934
653,NCIH1105,3-chloro-L-alanine,4.956
654,LN229,3-chloro-L-alanine,4.97
655,U937,3-chloro-L-alanine,4.989
656,CL40,3-chloro-L-alanine,5.08
657,SNU1040,3-chloro-L-alanine,5.095
658,RMGI,3-chloro-L-alanine,5.11
659,RPMI8226,3-chloro-L-alanine,5.114
660,JHUEM2,3-chloro-L-alanine,5.121
661,OCILY10,3-chloro-L-alanine,5.149
662,LOVO,3-chloro-L-alanine,5.195
663,HCC2108,3-chloro-L-alanine,5.197
664,NCIH2342,3-chloro-L-alanine,5.249
665,AMO1,3-chloro-L-alanine,5.256
666,NCIH1876,3-chloro-L-alanine,5.327
667,LP1,3-chloro-L-alanine,5.331
668,COLO320,3-chloro-L-alanine,5.336
669,NCIH441,3-chloro-L-alanine,5.411
670,NCIH2122,3-chloro-L-alanine,5.42
671,SNU840,3-chloro-L-alanine,5.434
672,CORL23,3-chloro-L-alanine,5.458
673,HCC1359,3-chloro-L-alanine,5.468
674,NCIH1755,3-chloro-L-alanine,5.49
675,OV90,3-chloro-L-alanine,5.509
676,NCIH2110,3-chloro-L-alanine,5.531
677,RMUGS,3-chloro-L-alanine,5.551
678,NCIH1694,3-chloro-L-alanine,5.553
679,NCIH3255,3-chloro-L-alanine,5.596
680,CORL51,3-chloro-L-alanine,5.704
681,SKLU1,3-chloro-L-alanine,5.72
682,HCC4006,3-chloro-L-alanine,5.764
683,EFO27,3-chloro-L-alanine,5.766
684,JHOC5,3-chloro-L-alanine,5.771
685,RCM1,3-chloro-L-alanine,5.793
686,MDST8,3-chloro-L-alanine,5.796
687,HCT8,3-chloro-L-alanine,5.816
688,COLO678,3-chloro-L-alanine,5.817
689,RKN,3-chloro-L-alanine,5.824
690,SCC9,3-chloro-L-alanine,5.849
691,NCIH1781,3-chloro-L-alanine,5.857
692,OVKATE,3-chloro-L-alanine,5.86
693,A2780,3-chloro-L-alanine,5.899
694,IGROV1,3-chloro-L-alanine,5.953
695,HCC2935,3-chloro-L-alanine,5.973
696,NCIH841,3-chloro-L-alanine,5.976
697,NCIH460,3-chloro-L-alanine,5.991
698,LS123,3-chloro-L-alanine,5.992
699,HT55,3-chloro-L-alanine,6.062
700,SKMEL1,3-chloro-L-alanine,6.11
701,SKMEL5,3-chloro-L-alanine,6.175
702,HCC1195,3-chloro-L-alanine,6.248
703,SNU61,3-chloro-L-alanine,6.28
704,SQ1,3-chloro-L-alanine,6.305
705,T3M10,3-chloro-L-alanine,6.403
706,HT1080,3-chloro-L-alanine,6.41
707,NCIH2172,3-chloro-L-alanine,6.418
708,NCIH2141,3-chloro-L-alanine,6.433
709,HCC827,3-chloro-L-alanine,6.455
710,SNU398,3-chloro-L-alanine,6.487
711,HT29,3-chloro-L-alanine,6.49
712,JHOM1,3-chloro-L-alanine,6.5
713,COV362,3-chloro-L-alanine,6.508
714,NCIH2023,3-chloro-L-alanine,6.541
715,OV7,3-chloro-L-alanine,6.547
716,SW480,3-chloro-L-alanine,6.555
717,NCIH2030,3-chloro-L-alanine,6.731
718,SW620,3-chloro-L-alanine,6.864
719,RCC10RGB,3-chloro-L-alanine,6.867
720,NCIH2081,3-chloro-L-alanine,6.915
721,OAW42,3-chloro-L-alanine,6.978
722,HEPG2,3-chloro-L-alanine,7.152
723,SKMEL28,3-chloro-L-alanine,7.684
724,SNU175,4-methylfasudil,1.956
725,NCIH1963,4-methylfasudil,2.032
726,NOMO1,4-methylfasudil,2.413
727,SNU398,4-methylfasudil,2.861
728,OCIAML3,4-methylfasudil,3.136
729,MOLM16,4-methylfasudil,3.47
730,SCLC21H,4-methylfasudil,3.483
731,AGS,4-methylfasudil,3.524
732,PL21,4-methylfasudil,3.55
733,COV434,4-methylfasudil,3.563
734,KMS11,4-methylfasudil,3.58
735,JHOM1,4-methylfasudil,3.609
736,SNUC4,4-methylfasudil,3.614
737,SW948,4-methylfasudil,3.677
738,LP1,4-methylfasudil,3.701
739,CL34,4-methylfasudil,3.766
740,U937,4-methylfasudil,3.837
741,NUDUL1,4-methylfasudil,3.97
742,CORL51,4-methylfasudil,3.976
743,A375,4-methylfasudil,4.122
744,JHUEM2,4-methylfasudil,4.138
745,HCC1833,4-methylfasudil,4.145
746,OVK18,4-methylfasudil,4.247
747,SKM1,4-methylfasudil,4.253
748,OVCAR8,4-methylfasudil,4.306
749,HT115,4-methylfasudil,4.332
750,GDM1,4-methylfasudil,4.348
751,KM12,4-methylfasudil,4.364
752,NCIH596,4-methylfasudil,4.368
753,A2780,4-methylfasudil,4.396
754,THP1,4-methylfasudil,4.506
755,OVKATE,4-methylfasudil,4.604
756,SUDHL5,4-methylfasudil,4.626
757,RCM1,4-methylfasudil,4.654
758,EJM,4-methylfasudil,4.791
759,HCC1195,4-methylfasudil,4.809
760,NCIH2081,4-methylfasudil,4.858
761,HEC151,4-methylfasudil,4.885
762,COLO320,4-methylfasudil,4.911
763,EFO27,4-methylfasudil,4.912
764,LS180,4-methylfasudil,4.928
765,CAL12T,4-methylfasudil,4.939
766,SNU81,4-methylfasudil,4.953
767,CL40,4-methylfasudil,4.957
768,OCILY10,4-methylfasudil,4.975
769,NCIH2122,4-methylfasudil,4.992
770,AMO1,4-methylfasudil,5.001
771,SUDHL4,4-methylfasudil,5.034
772,RPMI8226,4-methylfasudil,5.043
773,HCT116,4-methylfasudil,5.053
774,MCF7,4-methylfasudil,5.062
775,SKLU1,4-methylfasudil,5.063
776,LN229,4-methylfasudil,5.122
777,TYKNU,4-methylfasudil,5.156
778,NCIH1755,4-methylfasudil,5.186
779,CAOV3,4-methylfasudil,5.204
780,HEPG2,4-methylfasudil,5.212
781,U2OS,4-methylfasudil,5.246
782,NCIH1876,4-methylfasudil,5.278
783,OV90,4-methylfasudil,5.29
784,NCIH2110,4-methylfasudil,5.306
785,WSUDLCL2,4-methylfasudil,5.348
786,IGROV1,4-methylfasudil,5.362
787,HCC2108,4-methylfasudil,5.381
788,HCC15,4-methylfasudil,5.397
789,HCC827,4-methylfasudil,5.421
790,NCIH1836,4-methylfasudil,5.443
791,SNUC5,4-methylfasudil,5.479
792,JHOC5,4-methylfasudil,5.503
793,NCIH508,4-methylfasudil,5.519
794,COV644,4-methylfasudil,5.534
795,RKO,4-methylfasudil,5.55
796,RMGI,4-methylfasudil,5.619
797,SW620,4-methylfasudil,5.662
798,HT1080,4-methylfasudil,5.679
799,CW2,4-methylfasudil,5.68
800,SKMEL1,4-methylfasudil,5.739
801,SCC9,4-methylfasudil,5.81
802,NCIH3255,4-methylfasudil,5.834
803,COV362,4-methylfasudil,5.844
804,LOVO,4-methylfasudil,5.863
805,SNU1040,4-methylfasudil,5.883
806,NCIH841,4-methylfasudil,5.912
807,SW480,4-methylfasudil,5.927
808,COLO678,4-methylfasudil,5.948
809,OVCAR4,4-methylfasudil,5.963
810,SKMEL5,4-methylfasudil,5.986
811,SNU840,4-methylfasudil,6.058
812,HCC4006,4-methylfasudil,6.061
813,RCC10RGB,4-methylfasudil,6.168
814,HCT8,4-methylfasudil,6.187
815,RKN,4-methylfasudil,6.215
816,CORL23,4-methylfasudil,6.224
817,NCIH2030,4-methylfasudil,6.239
818,NCIH2172,4-methylfasudil,6.263
819,NCIH1694,4-methylfasudil,6.291
820,NCIH460,4-methylfasudil,6.562
821,HCC2935,4-methylfasudil,6.565
822,OV7,4-methylfasudil,6.571
823,SKMEL28,4-methylfasudil,6.704
824,SNU61,4-methylfasudil,6.718
825,NCIH1781,4-methylfasudil,6.73
826,MDST8,4-methylfasudil,6.833
827,HT55,4-methylfasudil,6.949
828,HT29,4-methylfasudil,7.031
829,T3M10,4-methylfasudil,7.055
830,SQ1,4-methylfasudil,7.106
831,LS123,4-methylfasudil,7.122
832,NCIH2023,4-methylfasudil,7.159
833,RMUGS,4-methylfasudil,7.311
834,NCIH2342,4-methylfasudil,7.343
835,OAW42,4-methylfasudil,7.487
836,NCIH1105,4-methylfasudil,7.611
837,NCIH441,4-methylfasudil,7.876
838,NCIH2141,4-methylfasudil,8.119
839,HCC1359,4-methylfasudil,9.345
840,OCIAML3,AA-COCF3,0.219
841,SKM1,AA-COCF3,0.433
842,PL21,AA-COCF3,0.436
843,NUDUL1,AA-COCF3,0.612
844,OVCAR8,AA-COCF3,0.657
845,OVK18,AA-COCF3,0.667
846,NCIH1694,AA-COCF3,0.837
847,GDM1,AA-COCF3,0.894
848,NCIH1963,AA-COCF3,0.995
849,RPMI8226,AA-COCF3,1.025
850,SUDHL5,AA-COCF3,1.091
851,WSUDLCL2,AA-COCF3,1.177
852,THP1,AA-COCF3,1.235
853,NOMO1,AA-COCF3,1.247
854,NCIH1876,AA-COCF3,1.269
855,KMS11,AA-COCF3,1.294
856,HEC151,AA-COCF3,1.31
857,SNUC5,AA-COCF3,1.403
858,U937,AA-COCF3,1.414
859,NCIH1836,AA-COCF3,1.477
860,NCIH1105,AA-COCF3,1.517
861,SCLC21H,AA-COCF3,1.785
862,OVCAR4,AA-COCF3,1.826
863,HCT116,AA-COCF3,1.831
864,A375,AA-COCF3,1.847
865,AGS,AA-COCF3,1.885
866,CW2,AA-COCF3,1.946
867,SNU81,AA-COCF3,2.013
868,EJM,AA-COCF3,2.059
869,RKN,AA-COCF3,2.185
870,RKO,AA-COCF3,2.21
871,JHUEM2,AA-COCF3,2.224
872,NCIH841,AA-COCF3,2.225
873,OVKATE,AA-COCF3,2.24
874,RMUGS,AA-COCF3,2.282
875,COV434,AA-COCF3,2.316
876,CORL23,AA-COCF3,2.396
877,KM12,AA-COCF3,2.491
878,SNUC4,AA-COCF3,2.498
879,RMGI,AA-COCF3,2.521
880,SNU840,AA-COCF3,2.559
881,NCIH1781,AA-COCF3,2.596
882,SW620,AA-COCF3,2.607
883,SUDHL4,AA-COCF3,2.63
884,A2780,AA-COCF3,2.637
885,NCIH2342,AA-COCF3,2.653
886,NCIH3255,AA-COCF3,2.692
887,NCIH2081,AA-COCF3,2.713
888,SNU398,AA-COCF3,2.768
889,HCC1359,AA-COCF3,2.824
890,NCIH441,AA-COCF3,2.833
891,COLO320,AA-COCF3,2.86
892,HCC4006,AA-COCF3,2.913
893,NCIH2141,AA-COCF3,2.94
894,NCIH596,AA-COCF3,2.964
895,LP1,AA-COCF3,2.968
896,COLO678,AA-COCF3,2.995
897,LS180,AA-COCF3,3.005
898,SCC9,AA-COCF3,3.022
899,T3M10,AA-COCF3,3.105
900,HCC15,AA-COCF3,3.129
901,SKLU1,AA-COCF3,3.164
902,TYKNU,AA-COCF3,3.166
903,SNU175,AA-COCF3,3.184
904,HCC827,AA-COCF3,3.189
905,HCC2108,AA-COCF3,3.203
906,SW480,AA-COCF3,3.215
907,HT55,AA-COCF3,3.232
908,SKMEL5,AA-COCF3,3.251
909,HCC2935,AA-COCF3,3.425
910,COV644,AA-COCF3,3.447
911,LN229,AA-COCF3,3.481
912,IGROV1,AA-COCF3,3.491
913,JHOC5,AA-COCF3,3.505
914,OV90,AA-COCF3,3.522
915,CAL12T,AA-COCF3,3.524
916,CAOV3,AA-COCF3,3.582
917,HT1080,AA-COCF3,3.589
918,LOVO,AA-COCF3,3.592
919,LS123,AA-COCF3,3.658
920,SNU61,AA-COCF3,3.72
921,MDST8,AA-COCF3,3.779
922,RCM1,AA-COCF3,3.839
923,SW948,AA-COCF3,3.879
924,CL34,AA-COCF3,3.903
925,SKMEL1,AA-COCF3,3.961
926,MOLM16,AA-COCF3,4.098
927,NCIH508,AA-COCF3,4.107
928,CORL51,AA-COCF3,4.219
929,OV7,AA-COCF3,4.236
930,AMO1,AA-COCF3,4.243
931,OCILY10,AA-COCF3,4.269
932,HT115,AA-COCF3,4.279
933,MCF7,AA-COCF3,4.289
934,JHOM1,AA-COCF3,4.327
935,HCC1195,AA-COCF3,4.403
936,EFO27,AA-COCF3,4.422
937,SQ1,AA-COCF3,4.43
938,HCC1833,AA-COCF3,4.466
939,HT29,AA-COCF3,4.56
940,NCIH2110,AA-COCF3,4.608
941,HCT8,AA-COCF3,4.737
942,NCIH1755,AA-COCF3,4.737
943,RCC10RGB,AA-COCF3,4.776
944,NCIH2122,AA-COCF3,4.931
945,NCIH2030,AA-COCF3,4.998
946,CL40,AA-COCF3,5.096
947,SKMEL28,AA-COCF3,5.243
948,SNU1040,AA-COCF3,5.298
949,NCIH2023,AA-COCF3,5.3
950,COV362,AA-COCF3,5.376
951,HEPG2,AA-COCF3,5.525
952,NCIH2172,AA-COCF3,5.994
953,NCIH460,AA-COCF3,6.077
954,OAW42,AA-COCF3,6.14
955,NCIH1105,ABT-737,0.057
956,GDM1,ABT-737,0.19
957,NCIH1836,ABT-737,0.264
958,NCIH1963,ABT-737,0.399
959,NCIH1930,ABT-737,0.958
960,SUDHL4,ABT-737,0.993
961,CORL88,ABT-737,1.025
962,RPMI8226,ABT-737,1.228
963,CORL279,ABT-737,1.354
964,T3M10,ABT-737,1.4
965,OCILY10,ABT-737,1.417
966,SW48,ABT-737,1.473
967,NCIH2141,ABT-737,1.803
968,JHOC5,ABT-737,1.879
969,NUDUL1,ABT-737,1.886
970,NCIH1048,ABT-737,1.905
971,NCIH2029,ABT-737,1.941
972,SNU175,ABT-737,2.045
973,PL21,ABT-737,2.146
974,HEC108,ABT-737,2.192
975,SKCO1,ABT-737,2.394
976,SCLC21H,ABT-737,2.43
977,NCIH2342,ABT-737,2.465
978,CORL51,ABT-737,2.615
979,SKMEL1,ABT-737,2.618
980,NCIH1694,ABT-737,2.652
981,NCIH3255,ABT-737,2.7
982,RMUGS,ABT-737,2.737
983,RT4,ABT-737,2.793
984,NCIH1435,ABT-737,2.918
985,SW480,ABT-737,3.022
986,KMS11,ABT-737,3.147
987,HEC151,ABT-737,3.168
988,WSUDLCL2,ABT-737,3.189
989,COLO668,ABT-737,3.2
990,SHP77,ABT-737,3.201
991,RMGI,ABT-737,3.207
992,OV90,ABT-737,3.306
993,MOLM16,ABT-737,3.333
994,KU812,ABT-737,3.383
995,EJM,ABT-737,3.478
996,EBC1,ABT-737,3.481
997,NCIH1876,ABT-737,3.567
998,LS513,ABT-737,3.572
999,BEN,ABT-737,3.597
1000,NCIH1573,ABT-737,3.625
1001,OVCAR4,ABT-737,3.645
1002,AGS,ABT-737,3.702
1003,VMRCLCD,ABT-737,3.774
1004,CAPAN2,ABT-737,3.783
1005,SW620,ABT-737,3.821
1006,NCIH2081,ABT-737,3.836
1007,COLO678,ABT-737,3.952
1008,HCC2935,ABT-737,3.953
1009,COLO205,ABT-737,3.954
1010,HCC1833,ABT-737,3.99
1011,SKM1,ABT-737,4.029
1012,JHOM1,ABT-737,4.044
1013,HT115,ABT-737,4.151
1014,RCC10RGB,ABT-737,4.198
1015,NCIH2126,ABT-737,4.305
1016,NCIH1944,ABT-737,4.321
1017,LS180,ABT-737,4.329
1018,NCIH1666,ABT-737,4.362
1019,HUPT4,ABT-737,4.391
1020,LP1,ABT-737,4.403
1021,SNGM,ABT-737,4.412
1022,NCIH810,ABT-737,4.485
1023,MDST8,ABT-737,4.504
1024,NCIH1568,ABT-737,4.519
1025,HT1376,ABT-737,4.524
1026,HCC15,ABT-737,4.538
1027,KMBC2,ABT-737,4.555
1028,NCIH358,ABT-737,4.576
1029,MSTO211H,ABT-737,4.586
1030,RCM1,ABT-737,4.587
1031,HT1080,ABT-737,4.626
1032,SKLU1,ABT-737,4.639
1033,HCC4006,ABT-737,4.669
1034,SNU81,ABT-737,4.7
1035,NCIH28,ABT-737,4.738
1036,NOMO1,ABT-737,4.74
1037,OVKATE,ABT-737,4.742
1038,HCC78,ABT-737,4.827
1039,SNU398,ABT-737,4.832
1040,NCIH441,ABT-737,4.834
1041,NCIH727,ABT-737,4.894
1042,VMRCRCW,ABT-737,4.895
1043,U937,ABT-737,4.909
1044,CAOV3,ABT-737,4.924
1045,HEC265,ABT-737,4.934
1046,COV434,ABT-737,4.938
1047,NUGC4,ABT-737,4.987
1048,SNUC2A,ABT-737,5.004
1049,NCIH1975,ABT-737,5.045
1050,NCIH2052,ABT-737,5.052
1051,SNUC4,ABT-737,5.066
1052,LXF289,ABT-737,5.106
1053,COV362,ABT-737,5.147
1054,LCLC97TM1,ABT-737,5.165
1055,SQ1,ABT-737,5.178
1056,HS852T,ABT-737,5.181
1057,MFE319,ABT-737,5.196
1058,CL40,ABT-737,5.212
1059,C2BBE1,ABT-737,5.224
1060,5637,ABT-737,5.235
1061,SW948,ABT-737,5.242
1062,OVMANA,ABT-737,5.258
1063,HCC33,ABT-737,5.301
1064,G401,ABT-737,5.302
1065,COLO741,ABT-737,5.303
1066,HCC44,ABT-737,5.34
1067,UMUC3,ABT-737,5.393
1068,NCIH508,ABT-737,5.408
1069,JHUEM2,ABT-737,5.412
1070,JHOS4,ABT-737,5.443
1071,BL70,ABT-737,5.48
1072,OVCAR8,ABT-737,5.508
1073,CW2,ABT-737,5.532
1074,LU65,ABT-737,5.55
1075,LS123,ABT-737,5.55
1076,LC1SQSF,ABT-737,5.555
1077,CL34,ABT-737,5.556
1078,KYSE410,ABT-737,5.565
1079,HEC251,ABT-737,5.577
1080,NCIH1373,ABT-737,5.583
1081,HEC6,ABT-737,5.583
1082,NCIH1792,ABT-737,5.588
1083,HCT8,ABT-737,5.591
1084,NCIH82,ABT-737,5.601
1085,QGP1,ABT-737,5.603
1086,NCIH2122,ABT-737,5.631
1087,GP2D,ABT-737,5.632
1088,CALU3,ABT-737,5.662
1089,PC3,ABT-737,5.662
1090,MCF7,ABT-737,5.666
1091,PANC0327,ABT-737,5.667
1092,KP3,ABT-737,5.671
1093,MKN7,ABT-737,5.674
1094,HCC1195,ABT-737,5.686
1095,HSC2,ABT-737,5.729
1096,NCIH661,ABT-737,5.735
1097,SNU1040,ABT-737,5.745
1098,THP1,ABT-737,5.77
1099,CHAGOK1,ABT-737,5.782
1100,HCT116,ABT-737,5.795
1101,HT,ABT-737,5.838
1102,NCIH1915,ABT-737,5.838
1103,HARA,ABT-737,5.842
1104,NCIH2405,ABT-737,5.878
1105,NCIH1355,ABT-737,5.878
1106,JHH6,ABT-737,5.891
1107,NCIH2009,ABT-737,5.895
1108,ISHIKAWAHERAKLIO02ER,ABT-737,5.916
1109,HT55,ABT-737,5.934
1110,NCIH23,ABT-737,5.938
1111,LN229,ABT-737,5.95
1112,LCLC103H,ABT-737,5.965
1113,SUDHL5,ABT-737,5.988
1114,PANC1005,ABT-737,5.992
1115,NCIH1755,ABT-737,5.994
1116,MKN74,ABT-737,6.001
1117,NCIH841,ABT-737,6.003
1118,NCIH1299,ABT-737,6.112
1119,DMS273,ABT-737,6.123
1120,LS411N,ABT-737,6.13
1121,CFPAC1,ABT-737,6.151
1122,NCIH596,ABT-737,6.16
1123,NCIH2023,ABT-737,6.176
1124,SKOV3,ABT-737,6.181
1125,SNU840,ABT-737,6.215
1126,FU97,ABT-737,6.218
1127,A549,ABT-737,6.227
1128,KYSE450,ABT-737,6.229
1129,NCIH1437,ABT-737,6.23
1130,KYSE140,ABT-737,6.231
1131,KLE,ABT-737,6.245
1132,NCIH1793,ABT-737,6.249
1133,NCIH2172,ABT-737,6.296
1134,TYKNU,ABT-737,6.309
1135,RERFLCKJ,ABT-737,6.31
1136,SNU449,ABT-737,6.313
1137,HEYA8,ABT-737,6.317
1138,EPLC272H,ABT-737,6.322
1139,GAMG,ABT-737,6.327
1140,LU99,ABT-737,6.333
1141,NCIH1781,ABT-737,6.344
1142,LOVO,ABT-737,6.345
1143,IGROV1,ABT-737,6.346
1144,G361,ABT-737,6.355
1145,HPAC,ABT-737,6.358
1146,CALU6,ABT-737,6.358
1147,KM12,ABT-737,6.382
1148,NCIH2286,ABT-737,6.398
1149,OAW42,ABT-737,6.42
1150,OCIAML3,ABT-737,6.425
1151,SCC9,ABT-737,6.448
1152,SNUC5,ABT-737,6.479
1153,EFO27,ABT-737,6.484
1154,A2780,ABT-737,6.491
1155,DLD1,ABT-737,6.5
1156,HEC59,ABT-737,6.516
1157,SKMEL5,ABT-737,6.551
1158,OV7,ABT-737,6.585
1159,SW403,ABT-737,6.59
1160,SUIT2,ABT-737,6.595
1161,MC116,ABT-737,6.616
1162,KNS62,ABT-737,6.636
1163,COLO320,ABT-737,6.648
1164,OVK18,ABT-737,6.657
1165,NCIH2110,ABT-737,6.697
1166,NCIH2030,ABT-737,6.717
1167,CAL12T,ABT-737,6.749
1168,U2OS,ABT-737,6.76
1169,COV318,ABT-737,6.764
1170,RKN,ABT-737,6.819
1171,SNU61,ABT-737,6.828
